Region,Division,School ID,School Name,Estimated Cost,Year
Region V,Camarines Norte,301904,Matango National High School,4844927.99,2025
Region V,Camarines Norte,301914,"Sabang National High School, Vinzons",4774037.43,2025
Region V,Camarines Norte,309620,Sarah Jane Ferrer High School,4632985.08,2025
Region V,Camarines Sur,112456,Barcelonita Elementary School,2684013.18,2025
Region V,Camarines Sur,112457,Biong ES,2784720.23,2028
Region V,Camarines Sur,112458,Cabusao Central School,4408733.68,2026
Region V,Camarines Sur,112459,Camagong ES,2276524.87,2028
Region V,Camarines Sur,112460,Castillo ES,2109026.21,2028
Region V,Camarines Sur,112461,Pandan ES,2678023.4,2028
Region V,Camarines Sur,112462,San Pedro ES,2452869.08,2028
Region V,Camarines Sur,112463,Sta. Cruz ES,2523314,2028
Region V,Camarines Sur,301942,Barcelonita Fishery School,2194410.161,2025
Region V,Camarines Sur,302051,Sta. Lutgarda National High School,2261455.8,2027
Region V,Camarines Sur,112575,Bagong Silang ES,2098344.75,2027
Region V,Camarines Sur,112576,Cabasag Elementary School,4634186.56,2026
Region V,Camarines Sur,112577,Del Gallego CS,2223677.6,2028
Region V,Camarines Sur,112578,Kinalangan ES,2109074.87,2027
Region V,Camarines Sur,112579,Magais ES,2023109.63,2027
Region V,Camarines Sur,112580,Mansalaya ES,2744867.85,2028
Region V,Camarines Sur,112581,Palaspas ES,2863135.7,2028
Region V,Camarines Sur,112582,Pasay ES,2872619.02,2027
Region V,Camarines Sur,112583,Sabang ES,2227444.88,2028
Region V,Camarines Sur,112584,San Juan ES,2337442.8,2028
Region V,Camarines Sur,112585,San Pablo Comm Sch,2752234,2028
Region V,Camarines Sur,112586,Sinuknipan Elementary School,2203288.9,2027
Region V,Camarines Sur,112587,Sta. Rita ES,2733404.4,2028
Region V,Camarines Sur,112588,Tabion Munti ES,2077334.5,2027
Region V,Camarines Sur,173504,Salvacion ES,2509938.91,2027
Region V,Camarines Sur,301966,Del Gallego National High School,3687269.09,2026
Region V,Camarines Sur,301996,Mansalaya National High School,2030567.9,2027
Region V,Camarines Sur,302046,Sinuknipan National High School,2803450.9,2028
Region V,Camarines Sur,112726,Alanao ES,2383799.06,2028
Region V,Camarines Sur,112727,Badas ES,4398125.77,2028
Region V,Camarines Sur,112728,Bagangan Jr. ES,2322344,2028
Region V,Camarines Sur,112729,Bagangan Sr. Elementary School,3322562.72,2026
Region V,Camarines Sur,112730,Bagong Sikat ES,3286654,2026
Region V,Camarines Sur,112731,Bangon ES,2986684.33,2027
Region V,Camarines Sur,112732,Barrera Elementary School,2755607.7,2027
Region V,Camarines Sur,112733,Bel-Cruz ELementary School,2980076.65,2026
Region V,Camarines Sur,112734,Belwang ES,2817558.99,2027
Region V,Camarines Sur,112735,Buenasuerte Comm Sch,2866795.6,2027
Region V,Camarines Sur,112736,Bulagwin PS,2375565.6,2028
Region V,Camarines Sur,112737,Bulawan Sr. ES,3175445.44,2026
Region V,Camarines Sur,112738,Cabutagan ES,3125534.6,2027
Region V,Camarines Sur,112739,Casay ES,2986544.66,2027
Region V,Camarines Sur,112740,Colacling ES,2866467.8,2026
Region V,Camarines Sur,112741,Cristo Rey ES,2072321.65,2026
Region V,Camarines Sur,112742,Del Carmen ES,2877555.8,2027
Region V,Camarines Sur,112743,Haluban ES,2365156.7,2028
Region V,Camarines Sur,112744,Lourdes Elementary School,2765524.5,2028
Region V,Camarines Sur,112745,Lupi CS,2864424.44,2028
Region V,Camarines Sur,112746,Mangcawayan PS,2570557.8,2028
Region V,Camarines Sur,112747,Napolidan ES,2750306.6,2027
Region V,Camarines Sur,112748,Polantuna ES,3422533.77,2026
Region V,Camarines Sur,112749,Sagrada ES,2190064.5,2026
Region V,Camarines Sur,112751,SAN RAFAEL SUR PS,2933001.44,2026
Region V,Camarines Sur,112752,San Vicente ES,2866534.43,2026
Region V,Camarines Sur,112753,Sooc Elementary School,2751536.4,2027
Region V,Camarines Sur,112754,Tanawan ES,1977590.4,2027
Region V,Camarines Sur,112755,Tapi Elementary School,1785537.7,2027
Region V,Camarines Sur,173503,San Pedro ES,2960550.4,2026
Region V,Camarines Sur,173534,San Rafael Norte ES,4735482.34,2026
Region V,Camarines Sur,173558,Salvacion PS,2327234.4,2027
Region V,Camarines Sur,301958,Casay National High School,2906447.87,2027
Region V,Camarines Sur,301961,Colacling National High School,2932231.66,2027
Region V,Camarines Sur,301979,Haluban NHS,2314867.87,2027
Region V,Camarines Sur,301980,San Jose Alanao High School,2343466.9,2027
Region V,Camarines Sur,301988,Lupi-Iligan National High School,3672374.76,2026
Region V,Camarines Sur,112912,Quitang ES,3142445.77,2026
Region V,Camarines Sur,112943,Agao-ao ES,2986087.3,2026
Region V,Camarines Sur,112944,Agrupacion ES,2761693.88,2027
Region V,Camarines Sur,112945,Apad ES,2351556.99,2028
Region V,Camarines Sur,112946,Apale ES,2066355.4,2028
Region V,Camarines Sur,112947,Bagasimbahan ES,1753355,2028
Region V,Camarines Sur,112948,Banga ES,1564478,2028
Region V,Camarines Sur,112949,Baya ES,3244254.45,2026
Region V,Camarines Sur,112950,Binahan ES,2122357,2026
Region V,Camarines Sur,112951,Buenasuerte Elementary School,2321657.3,2027
Region V,Camarines Sur,112952,Cabadisan ES,2644368.3,2027
Region V,Camarines Sur,112953,CABINITAN ELEMENTARY SCHOcOL,2883457,2026
Region V,Camarines Sur,112954,Cabugao ES,2864145.66,2026
Region V,Camarines Sur,112955,Caditaan ES,2633456.9,2026
Region V,Camarines Sur,112956,Catabangan Proper ES,2375549.6,2026
Region V,Camarines Sur,112957,Cawayan ES,2557589.23,2026
Region V,Camarines Sur,112958,Godofredo Reyes Sr. ES,2286553.55,2027
Region V,Camarines Sur,112959,Laguio ES,3855245.44,2026
Region V,Camarines Sur,112960,Liboro Elementary School,2984466.4,2026
Region V,Camarines Sur,112961,Lohong Elementary School,2765454.7,2027
Region V,Camarines Sur,112963,Lower Omon ES,2966425.54,2026
Region V,Camarines Sur,112964,Panaytayan ES,4313772.64,2025
Region V,Camarines Sur,112965,Panaytayan Nuevo ES,2533856.8,2027
Region V,Camarines Sur,112966,Patalunan ES,2644638.7,2028
Region V,Camarines Sur,112967,Port Junction ES,1895334.4,2028
Region V,Camarines Sur,112968,Pugod ES,1950502.3,2028
Region V,Camarines Sur,112969,Ragay CS,2605822.342,2025
Region V,Camarines Sur,112970,Salvacion ES,1844547.1,2026
Region V,Camarines Sur,112971,Samay ES,1751535.8,2026
Region V,Camarines Sur,112972,San Rafael Elementary School,1641433.6,2026
Region V,Camarines Sur,112973,Tagbac ES,2644696.7,2026
Region V,Camarines Sur,112974,Upper Omon ES,2433553,2026
Region V,Camarines Sur,112975,Upper Sta. Cruz ES,2644524,2026
Region V,Camarines Sur,173544,Lower Sta Cruz ES,3755351.22,2026
Region V,Camarines Sur,301929,Simeon Tycangco Memorial High School,2795577.5,2027
Region V,Camarines Sur,301930,Sisa Feliciano Memorial High School,2756485.9,2027
Region V,Camarines Sur,301967,Don M. Gonzalvo Memorial High School,2973350.4,2028
Region V,Camarines Sur,301977,Godofredo Reyes Sr. National HS,2761553.3,2028
Region V,Camarines Sur,302020,Ragay National Agricultural and Fisheries School (RNAFS),2644395.02,2028
Region V,Camarines Sur,302064,"Tomas A. Andaya, Sr. National High School",2386167.8,2028
Region V,Camarines Sur,309750,Cristobal D. Aquino Memorial High School,2200966.3,2028
Region V,Camarines Sur,309751,Ragay Science and Math Oriented High School,2188665,2028
Region V,Camarines Sur,113050,Aldezar ES,2376646,2028
Region V,Camarines Sur,113051,Alteza ES,2514350.05,2028
Region V,Camarines Sur,113052,Anib ES,1678378.87,2027
Region V,Camarines Sur,113053,Bocol Elementary School,1566335.44,2027
Region V,Camarines Sur,113054,Bolo Sur ES,2111456.6,2028
Region V,Camarines Sur,113055,Bulan ES,2153378.45,2026
Region V,Camarines Sur,113056,Cabuyao ES,1855389,2026
Region V,Camarines Sur,113057,Calagbangan ES,1854466.4,2026
Region V,Camarines Sur,113058,Calampinay ES,2977645,2027
Region V,Camarines Sur,113059,Cotmo ES,2435565.6,2028
Region V,Camarines Sur,113060,Mangga ES,3264478.44,2026
Region V,Camarines Sur,113061,Mantila Comm. Sch.,2512244.7,2026
Region V,Camarines Sur,113062,Sagrada ES,2768850.66,2026
Region V,Camarines Sur,113063,Salvacion ES,2285930.5,2027
Region V,Camarines Sur,113064,SAN ISIDRO ES,2012033.44,2028
Region V,Camarines Sur,113065,San Vicente ES,2866406.7,2028
Region V,Camarines Sur,113066,Serranzana ES,2386449.07,2028
Region V,Camarines Sur,113067,Sipocot North CS,2755144.77,2028
Region V,Camarines Sur,113068,Soledad R. Villafuerte ES,2788540.6,2028
Region V,Camarines Sur,113069,Sta. Cruz ES,2986616.9,2028
Region V,Camarines Sur,113070,Tigman ES,2442334,2028
Region V,Camarines Sur,113071,Tula-Tula ES,3755575,2026
Region V,Camarines Sur,113072,Vigaan ES,3277554,2026
Region V,Camarines Sur,113073,North Villazar ES,2874904.4,2027
Region V,Camarines Sur,113074,South Villazar ES,2866755.32,2027
Region V,Camarines Sur,113075,Yabo - Salanda ES,2644844.55,2027
Region V,Camarines Sur,113076,Awayan ES,3553387.5,2026
Region V,Camarines Sur,113077,Azucena Community School,3145633.8,2026
Region V,Camarines Sur,113078,Bagong Sirang ES,2444677.7,2026
Region V,Camarines Sur,113080,Bulawan ES,3255446.8,2026
Region V,Camarines Sur,113081,Caima ES,2298765,2026
Region V,Camarines Sur,113082,Carayrayan PS,2674477.9,2027
Region V,Camarines Sur,113083,Gabi ES,2786665.98,2027
Region V,Camarines Sur,113084,Gaongan ES,2974774.88,2027
Region V,Camarines Sur,113085,Lipilip PS,2654426.3,2028
Region V,Camarines Sur,113086,Lubigan Jr. Elementary School,1753344.8,2028
Region V,Camarines Sur,113087,Lubigan Sr. ES,1112223.33,2028
Region V,Camarines Sur,113088,Malaguico ES,2727446.9,2028
Region V,Camarines Sur,113089,Manangle ES,2875984.56,2028
Region V,Camarines Sur,113090,Manlubang PS,2644689.6,2028
Region V,Camarines Sur,113091,Sipocot South CS,2544577.06,2028
Region V,Camarines Sur,113092,Taisan ES,1644255.4,2028
Region V,Camarines Sur,113093,Tara ES,2322245.8,2028
Region V,Camarines Sur,173509,Mangapo ES,3130535.609,2025
Region V,Camarines Sur,300315,Salvacion High School,1725455.8,2027
Region V,Camarines Sur,301927,Anib National High School,1435556.6,2027
Region V,Camarines Sur,301951,JAIME MACATANGAY SR. NHS (formerly: Caima NHS),2070682.758,2025
Region V,Camarines Sur,302047,Sipocot National High School,2458847,2027
Region V,Camarines Sur,302068,Villazar National High School,2345672.22,2026
Region V,Camarines Sur,309717,"San Vicente HS, Sipocot",1982355,2027
Region V,Camarines Sur,309743,Bolo Norte High School,1553356.8,2028
Region V,Camarines Sur,309755,Sacred Heart High School,1657744.8,2028
Region V,Camarines Sur,309767,Manangle High School,1674446.7,2027
Region V,Camarines Sur,309775,LUBIGAN SR. HIGH SCHOOL,2905667.9,2028
Region V,Camarines Sur,502395,Binahian Sipocot Integrated School,1989898.9,2028
Region V,Camarines Sur,112775,Cagbunga Elementary School,2012333.8,2026
Region V,Camarines Sur,112777,Dahilig ES,3267557.8,2028
Region V,Camarines Sur,112779,Gainza CS - Gainza,2688155.98,2027
Region V,Camarines Sur,112780,Loob ES - Gainza,3564467,2026
Region V,Camarines Sur,112781,Malbong ES,2344356.9,2027
Region V,Camarines Sur,112786,Sampaloc ES,1986650.7,2028
Region V,Camarines Sur,301973,Gainza National High School,2877758.9,2027
Region V,Camarines Sur,112670,Awayan ES,2338347.65,2027
Region V,Camarines Sur,112671,Bagadion ES,2755479.43,2027
Region V,Camarines Sur,112672,Bahay ES,2112388.6,2028
Region V,Camarines Sur,112673,Bigajo Sur Primary School,2876657.77,2028
Region V,Camarines Sur,112674,Camambugan ES,2132855,2028
Region V,Camarines Sur,112675,Candato Elementary School,3855433.77,2026
Region V,Camarines Sur,112676,Concepcion ES,2123375.6,2027
Region V,Camarines Sur,112677,Fundado ES,1632553,2028
Region V,Camarines Sur,112678,Ibid ES,2326473.98,2028
Region V,Camarines Sur,112679,Inalahan ES,2866577.8,2027
Region V,Camarines Sur,112680,Labao ES,2715548.09,2027
Region V,Camarines Sur,112681,Libmanan North CS,2023343.6,2027
Region V,Camarines Sur,112682,Malansad Nuevo ES,3230345.9,2027
Region V,Camarines Sur,112683,Malansad Viejo ES,5264855.9,2026
Region V,Camarines Sur,112684,Malbogon Elementary School,3264533.2,2026
Region V,Camarines Sur,112685,Mambayawas ES,3218668.98,2028
Region V,Camarines Sur,112686,Mambulo Viejo ES,2963454.88,2027
Region V,Camarines Sur,112687,Mancawayan Elementary School,2093439.09,2028
Region V,Camarines Sur,112688,Mantalisay Elementary School,2653342.7,2028
Region V,Camarines Sur,112689,Padlos ES,1954750.32,2026
Region V,Camarines Sur,112690,Palangon ES,1933733.4,2026
Region V,Camarines Sur,112691,Patag Elementary School,2864470.02,2027
Region V,Camarines Sur,112692,Potot ES,3142668.09,2027
Region V,Camarines Sur,112693,SAN JUAN ES,2644644.76,2027
Region V,Camarines Sur,112694,San Pablo Integated School,2242290.4,2027
Region V,Camarines Sur,112695,San Vicente ES,2199705.46,2027
Region V,Camarines Sur,112696,Tampuhan ES,2435055.4,2027
Region V,Camarines Sur,112697,Tarum Elementary School,5475099.3,2026
Region V,Camarines Sur,112698,Umalo ES,2154467.76,2027
Region V,Camarines Sur,112699,Uson ES,2831234.2,2028
Region V,Camarines Sur,112700,Bagamelon ES,2153466.45,2028
Region V,Camarines Sur,112701,Bahao ES,1215848.1,2027
Region V,Camarines Sur,112702,Beguito Nuevo ES,2384902.44,2028
Region V,Camarines Sur,112703,Beguito Viejo ES,3525673.3,2027
Region V,Camarines Sur,112704,Bikal ES,3999222.84,2025
Region V,Camarines Sur,112705,Caima Elementary School,3452389.06,2028
Region V,Camarines Sur,112706,Calabnigan Elementary School,3264744.4,2026
Region V,Camarines Sur,112707,Camdilancha Elementary School,2856032.3,2026
Region V,Camarines Sur,112708,Cawayan Elementary School,2754338.8,2027
Region V,Camarines Sur,112709,Don Jose Ursua ES,2175537.4,2027
Region V,Camarines Sur,112710,Duang Niog ES,1932558.32,2028
Region V,Camarines Sur,112711,Libmanan South CS,1869430,2028
Region V,Camarines Sur,112712,Loba-Loba ES,2281671.8,2028
Region V,Camarines Sur,112713,Mambulo Nuevo ES,2112139.7,2028
Region V,Camarines Sur,112714,Odoc ES,1677834.58,2028
Region V,Camarines Sur,112715,Pag-Oring Nuevo ES,1763460.54,2028
Region V,Camarines Sur,112716,Palong PS,1875429.9,2028
Region V,Camarines Sur,112718,Sigamot Elementary School,2003483.1,2028
Region V,Camarines Sur,112719,Sixto Bulaong ES,2056347.4,2028
Region V,Camarines Sur,112720,Sogod ES,2904661.8,2026
Region V,Camarines Sur,112721,Sta. Cruz ES,2327420.3,2028
Region V,Camarines Sur,112722,Tanag ES,1674988,2027
Region V,Camarines Sur,112723,Tinalmud ES,2899654.09,2027
Region V,Camarines Sur,112724,Villa Socorro ES,3269303.8,2026
Region V,Camarines Sur,112725,Villadima ES,2178422.4,2028
Region V,Camarines Sur,173501,Aslong ES,2718244.4,2028
Region V,Camarines Sur,173506,Mambalite PS,2010345.4,2027
Region V,Camarines Sur,173507,Bagacay Primary School,3200392.3,2027
Region V,Camarines Sur,173508,Tinanquihan Primary School,3987002.2,2026
Region V,Camarines Sur,173525,Candami Elementary School,4503940.3,2026
Region V,Camarines Sur,173538,Mandacanan PS,3864342.3,2026
Region V,Camarines Sur,300312,Calabnigan Green Meadows High School,2845666,2026
Region V,Camarines Sur,301935,Bahao National High School,3848660,2026
Region V,Camarines Sur,301936,Homobono H. Gonzalez National High School,2934451.1,2027
Region V,Camarines Sur,301970,Don Teofilo H. Dilanco Memorial High School,2674388.3,2027
Region V,Camarines Sur,301990,Malansad National High School,2875335.9,2027
Region V,Camarines Sur,301993,Mambayawas High School,2533455.3,2026
Region V,Camarines Sur,301994,Mambulo Nuevo High School,2644230.4,2027
Region V,Camarines Sur,302009,Palangon High School,4231930.32,2026
Region V,Camarines Sur,302033,San Isidro National High School - Libmanan,3897744.44,2026
Region V,Camarines Sur,302037,San Juan National High School,2938373.33,2026
Region V,Camarines Sur,305788,Bagadion High School,2898300.3,2026
Region V,Camarines Sur,309711,Mantalisay National High School,2644433.5,2027
Region V,Camarines Sur,309736,Dr. Nelson A. Mejia National High School,2873633,2027
Region V,Camarines Sur,309744,Don Mariano C. San Juan High School,3291827.2,2027
Region V,Camarines Sur,309745,Northern Plain High School,2898740.4,2028
Region V,Camarines Sur,309747,Carmel National High School,2309470.4,2028
Region V,Camarines Sur,309758,Eduardo V. Agomaa National High School,2638993.4,2026
Region V,Camarines Sur,309765,Pag-Oring Nuevo National High School,2983744.4,2028
Region V,Camarines Sur,309770,San  Pablo Integrated School,2877366.3,2028
Region V,Camarines Sur,502323,Salvacion Libmanan Integrated School,2875014.3,2027
Region V,Camarines Sur,112772,Bal-Flor ES,2785554.5,2027
Region V,Camarines Sur,112773,Borongborongan ES,2637988.3,2026
Region V,Camarines Sur,112774,Cabugao Elementary School,2980308.3,2026
Region V,Camarines Sur,112776,Capucnasan ES,2803801.3,2027
Region V,Camarines Sur,112778,Dalipay ES,2987466,2028
Region V,Camarines Sur,112782,Mayaopayawan ES,2783903.3,2028
Region V,Camarines Sur,112783,Maycatmon ES,2898737.2,2028
Region V,Camarines Sur,112784,Maydaso ES,2434944.4,2028
Region V,Camarines Sur,112785,Milaor CS,2644566.6,2028
Region V,Camarines Sur,112787,San Antonio ES,2764444.4,2028
Region V,Camarines Sur,112788,San Jose ES,2615334.4,2028
Region V,Camarines Sur,301999,Milaor National High School,2754444.5,2028
Region V,Camarines Sur,302030,San Antonio National High School,4569076.5,2026
Region V,Camarines Sur,309748,DIVINE MERCY NATIONAL HIGH SCHOOL (formerly: Dalipay HS),2738633.4,2026
Region V,Camarines Sur,309764,R.T. Subastil Memorial High School,2898383.3,2026
Region V,Camarines Sur,112789,Antipolo ES,2816536.6,2027
Region V,Camarines Sur,112790,Bagolatao ES,3244344.55,2027
Region V,Camarines Sur,112791,Bagongbong ES,2861565.4,2027
Region V,Camarines Sur,112792,Baliuag Nuevo ES,4397444.3,2026
Region V,Camarines Sur,112793,Baliuag Viejo ES,4899484.3,2026
Region V,Camarines Sur,112794,Bingcay ES,2784727,2027
Region V,Camarines Sur,112795,Catanusan ES,2840049.4,2027
Region V,Camarines Sur,112796,Del Socorro ES,2194033.3,2027
Region V,Camarines Sur,112797,Hamoraon ES,2018875.5,2028
Region V,Camarines Sur,112798,Hobo ES,2037333.5,2028
Region V,Camarines Sur,112799,Irayang Solong ES,2543843.4,2027
Region V,Camarines Sur,112800,Magadap Elementary School,2983038,2028
Region V,Camarines Sur,112801,Malitbog ES,2738928,2028
Region V,Camarines Sur,112802,Manapao ES,2873632.33,2028
Region V,Camarines Sur,112803,Mataoroc ES,2714877.3,2028
Region V,Camarines Sur,112804,Minalabac CS,2750434.4,2028
Region V,Camarines Sur,112805,Sagrada Familia ES,2650534.4,2027
Region V,Camarines Sur,112806,Salingogon ES,2715556.9,2027
Region V,Camarines Sur,112807,San Antonio ES,2365656,2027
Region V,Camarines Sur,112808,San Jose ES - Main,2076566.8,2027
Region V,Camarines Sur,112809,San Jose - Annex PS,2603873,2028
Region V,Camarines Sur,112810,Taban ES,2898734.4,2028
Region V,Camarines Sur,112811,Tariric ES,2954455.55,2027
Region V,Camarines Sur,112812,Timbang ES,2833444.4,2027
Region V,Camarines Sur,112813,Upper Anayan PS,2545555.5,2027
Region V,Camarines Sur,301981,Hobo National High School,4209383.3,2026
Region V,Camarines Sur,302000,Minalabac National High School,2856685.5,2026
Region V,Camarines Sur,302025,Sagrada Familia High School,1435527,2027
Region V,Camarines Sur,302066,Villamayor National high school,1837633,2027
Region V,Camarines Sur,302067,Bagolatao National High School,1763553,2027
Region V,Camarines Sur,309731,"Antipolo National High School, Minalabac",2323393,2028
Region V,Camarines Sur,112866,Batang ES,2569675.55,2027
Region V,Camarines Sur,112868,Cagbunga ES,2083993,2028
Region V,Camarines Sur,112869,Calawat PS/Elementary School,2208833,2026
Region V,Camarines Sur,112870,Del Rosario ES,1733633.3,2027
Region V,Camarines Sur,112871,Pamplona Central School,2099383,2027
Region V,Camarines Sur,112872,Patong ES,2183777,2028
Region V,Camarines Sur,112873,Salvacion ES,2008374.4,2027
Region V,Camarines Sur,112874,San Gabriel ES,2076433.3,2027
Region V,Camarines Sur,112875,San Isidro Elementary School,2783773,2027
Region V,Camarines Sur,112876,San Ramon ES,2073834,2028
Region V,Camarines Sur,112877,San Vicente ES,3886538.18,2025
Region V,Camarines Sur,112878,Taguilid ES,2187262,2028
Region V,Camarines Sur,112879,Tambo ES,2943005.12,2025
Region V,Camarines Sur,112880,Tampadong ES,2788474.4,2028
Region V,Camarines Sur,301968,Don M. Veneracion National High School,2984744.4,2027
Region V,Camarines Sur,302012,Pamplona National High School,2093838,2026
Region V,Camarines Sur,302021,Ramon B. Felipe Sr. NHS (frmerly: San Vicente HS),2094844.4,2028
Region V,Camarines Sur,302032,Maura N. Sibulo National High School,2998474.4,2028
Region V,Camarines Sur,309723,Del Rosario National High School,2937489.4,2028
Region V,Camarines Sur,309757,Cagbibi  National  High School,2874643.44,2027
Region V,Camarines Sur,502556,Burabod Integrated School,2847474.4,2028
Region V,Camarines Sur,112899,Bagong Silang Elementary School,2743948.4,2028
Region V,Camarines Sur,112900,Balagon ES,2094744.4,2028
Region V,Camarines Sur,112901,Balogo Elementary School,2194849.4,2028
Region V,Camarines Sur,112902,Caranan ES (North),2093844.4,2027
Region V,Camarines Sur,112903,Caranan ES (South),1984744.44,2028
Region V,Camarines Sur,112904,Compra Elementary School,1983903.3,2026
Region V,Camarines Sur,112905,Cuco ES,1894844.4,2028
Region V,Camarines Sur,112906,DALUPAON ES,1987474,2028
Region V,Camarines Sur,112907,Hubo ES,5333999.7,2026
Region V,Camarines Sur,112908,Itulan ES,4948571.3,2026
Region V,Camarines Sur,112909,Macad ES,2857393,2027
Region V,Camarines Sur,112910,Odicon ES,2758393.4,2026
Region V,Camarines Sur,112911,Pasacao CS,2544794.4,2026
Region V,Camarines Sur,112913,Salvacion ES,2653734.4,2026
Region V,Camarines Sur,112914,San Antonio ES,1536777.7,2026
Region V,Camarines Sur,112915,Tilnac Elementary School,2384747.4,2027
Region V,Camarines Sur,112916,Tinalmud ES,2960694,2027
Region V,Camarines Sur,137133,Calibayan Elementary School,2864555.7,2027
Region V,Camarines Sur,137200,Caranan West Elementary School,2644567.54,2026
Region V,Camarines Sur,137201,Hebrio Lourdes Elementary School,4423649.85,2026
Region V,Camarines Sur,173539,Bahay ES,3789633.5,2026
Region V,Camarines Sur,301965,Rolando R. Andaya Sr. Memorial High School,1975632.54,2028
Region V,Camarines Sur,309702,Juan F. Triviño Memorial High School,2369251.51,2027
Region V,Camarines Sur,309718,"Tinalmud National High School, Pasacao",3256728.63,2026
Region V,Camarines Sur,309732,Dr. Lorenzo P. Ziga Memorial High School,2097569.33,2026
Region V,Camarines Sur,309769,Pasacao National High School,1562342.77,2026
Region V,Camarines Sur,500158,Antipolo Heights Integrated School,3634070.77,2025
Region V,Camarines Sur,306098,Jose T. Fuentebella National High School,3454644.65,2027
Region V,Camarines Sur,112994,Alianza ES,2875234.34,2026
Region V,Camarines Sur,112995,Beberon ES,2004325.65,2026
Region V,Camarines Sur,112996,BICAL ELEMENTARY SCHOOL,1983736.3,2027
Region V,Camarines Sur,112997,Bocal ES,2840585.5,2027
Region V,Camarines Sur,112998,Calascagas PS,1451355.6,2027
Region V,Camarines Sur,112999,Cotmo ES,3423691.73,2028
Region V,Camarines Sur,113000,Daculang Tubig ES,2762951.55,2028
Region V,Camarines Sur,113001,Gñaran ES,1895633.4,2028
Region V,Camarines Sur,113002,Grijalvo ES,2093884,2028
Region V,Camarines Sur,113003,Lupi ES,1963344.4,2027
Region V,Camarines Sur,113004,Marangi ES,1865381.36,2026
Region V,Camarines Sur,113005,Pamukid ES,3562341.12,2026
Region V,Camarines Sur,113006,Pinamasagan ES,2785290.02,2026
Region V,Camarines Sur,113007,Pipian ES,2109187.22,2027
Region V,Camarines Sur,113008,Planza ES,1534234.11,2026
Region V,Camarines Sur,113009,San Fernando CS,2093883.3,2027
Region V,Camarines Sur,113010,San Joaquin ES,2009837.3,2027
Region V,Camarines Sur,113011,Sta. Cruz ES,2612334.68,2026
Region V,Camarines Sur,113012,Tagpocol ES,1885744.4,2027
Region V,Camarines Sur,301987,Lupi National High School,1857464.44,2028
Region V,Camarines Sur,302013,PAMUKID NATIONAL HIGH SCHOOL,2098309.9,2028
Region V,Camarines Sur,302031,San Fernando National High School,2093845.5,2028
Region V,Camarines Sur,309705,Pinamasagan National High School,1993874.4,2028
Region V,Camarines Sur,330529,Marangi High School,7622882.34,2025
Region V,Camarines Sur,112759,Bombon Central School,5134565.22,2026
Region V,Camarines Sur,112763,Pagao ES,2338712.66,2026
Region V,Camarines Sur,112766,San Antonio ES,5123833.29,2026
Region V,Camarines Sur,112767,San Francisco ES,3459658.26,2027
Region V,Camarines Sur,112768,San Roque ES,3558268.26,2027
Region V,Camarines Sur,112769,Siembre Elementary School,3268371.22,2027
Region V,Camarines Sur,112771,Sto. Domingo Elementary School,4973466.43,2028
Region V,Camarines Sur,302053,Sulpicio A. Roco Memorial High School,6321338.38,2025
Region V,Camarines Sur,309707,Siembre High School,2374874.45,2026
Region V,Camarines Sur,112464,Balatasan ES,2023845.44,2028
Region V,Camarines Sur,112465,Balombon ES,2578211.11,2028
Region V,Camarines Sur,112466,Balongay ES,4583728.64,2028
Region V,Camarines Sur,112467,Binanuaanan (Grande) Elementary,4937644.543,2028
Region V,Camarines Sur,112468,Binanuaanan (P) ES,2082312.37,2025
Region V,Camarines Sur,112469,Burabod ES,3519833.49,2025
Region V,Camarines Sur,112470,Cagsao Elementary School,2165290.06,2027
Region V,Camarines Sur,112471,Calabanga Central Division Pilot School,1754333.44,2027
Region V,Camarines Sur,112472,Calabanga West Central School,2256952.48,2027
Region V,Camarines Sur,112473,Camuning ES,3863853.45,2026
Region V,Camarines Sur,112474,Comaguingking Elementary School,2735641.33,2027
Region V,Camarines Sur,112475,Dominorog Elementary School,2998795.81,2025
Region V,Camarines Sur,112476,Fabrica Elementary  School,2643254.22,2026
Region V,Camarines Sur,112477,G. Dumalasa ES,2118533.56,2026
Region V,Camarines Sur,112478,DOMINGO G. GUTIERREZ SR ES (Frmr:Harobay ES),1853234.44,2028
Region V,Camarines Sur,112479,Guillermo B. Azanes ES (Hinaguianan ES),1932454.54,2028
Region V,Camarines Sur,112480,Ilihan CS,1122343,2028
Region V,Camarines Sur,112481,LUGSAD ELEMENTARY SCHOOL,2473997.46,2028
Region V,Camarines Sur,112482,Manguiring ES,2721309.05,2026
Region V,Camarines Sur,112483,Pagatpat ES,1928733.3,2028
Region V,Camarines Sur,112484,Manuel Y. Garza Sr. ES,1945932.33,2028
Region V,Camarines Sur,112485,Pinada Elementary School,1863084.33,2026
Region V,Camarines Sur,112486,Punta Elementary School,1982099.23,2026
Region V,Camarines Sur,112487,Quinale ES,2095333.34,2026
Region V,Camarines Sur,112488,Quipayo ES,3864037.44,2027
Region V,Camarines Sur,112489,Ratay ES,2003512.78,2027
Region V,Camarines Sur,112490,Sabang ES,2900357.88,2027
Region V,Camarines Sur,112491,Salvacion-Baybay Elementary School,1894224.33,2026
Region V,Camarines Sur,112492,Siba-O ES,2563477.54,2027
Region V,Camarines Sur,112493,Sibobo Elementary School,1643258.08,2028
Region V,Camarines Sur,112494,Sta. Cruz ES,2488647.45,2025
